"거주자우선주차구획번호",거주자우선주차구획위도,거주자우선주차구획경도,거주자우선주차구역명,소재지도로명주소,소재지지번주소,운영형태,사용시간대정보,사용기간,이용요금,이용요금할인정보,이용요금결제방법,이용요금환불안내정보,정기접수시작일자,정기접수종료일자,신청방법,신청서류,관리기관전화번호,관리기관명,데이터기준일자
11215-자양2_유수지056,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지057,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지058,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지059,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지060,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지061,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지062,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지063,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지064,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지065,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지066,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지067,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지068,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지069,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지070,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지071,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지072,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지073,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지074,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지075,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지076,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지077,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지078,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지079,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지080,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지081,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지082,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지083,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지084,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지085,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지086,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지087,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지088,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지089,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지090,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지091,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지092,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지093,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지094,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지095,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지096,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지097,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지098,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지099,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지100,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지101,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지102,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지103,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지104,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지105,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지106,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지107,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지108,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지109,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지110,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지111,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지112,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지113,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지114,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지115,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지116,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지117,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지118,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지119,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지120,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지121,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지122,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지123,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지124,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지125,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지126,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지127,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지128,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지129,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지130,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지131,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지132,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지133,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지134,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지135,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지136,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지137,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지138,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지139,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지140,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지141,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지142,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지143,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지144,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지145,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지146,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지147,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지148,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지149,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지150,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지151,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지152,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지153,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지154,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지155,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지156,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지157,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지158,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지159,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지160,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지161,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지162,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지163,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지164,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지165,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지166,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지167,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지168,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지169,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지170,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지171,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지172,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지173,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-자양2_유수지174,37.52953686,127.0782846,유수지공영주차장,,서울특별시 광진구 자양동 594,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
