"거주자우선주차구획번호",거주자우선주차구획위도,거주자우선주차구획경도,거주자우선주차구역명,소재지도로명주소,소재지지번주소,운영형태,사용시간대정보,사용기간,이용요금,이용요금할인정보,이용요금결제방법,이용요금환불안내정보,정기접수시작일자,정기접수종료일자,신청방법,신청서류,관리기관전화번호,관리기관명,데이터기준일자
11215-군자_공영주차장11,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장12,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장13,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장14,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장15,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장16,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장17,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장18,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장19,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장20,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장21,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장22,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장23,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장24,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장25,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장26,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장27,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장28,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장29,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장30,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장31,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장32,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장33,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장34,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장35,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장36,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장37,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장38,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장39,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장40,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장41,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장42,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장43,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장44,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장45,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장46,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장47,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장48,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장49,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장50,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장51,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장52,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자_공영주차장53,37.55412579,127.0767408,군자 공영주차장,,서울특별시 광진구 군자동 2-41,,,1월~12월,주간:4만원+야간:3만원+전일5만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교01,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교02,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교03,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교04,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교05,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교06,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교07,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교08,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교09,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교10,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교11,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교12,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교13,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교14,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교15,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교16,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교17,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교18,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교19,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교20,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교21,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교22,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교23,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교24,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교25,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교26,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교27,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교28,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교29,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-군자-장안초등학교30,37.54987645,127.0724025,장안초등학교,,서울특별시 광진구 군자동 365-1,,,1월~12월,야간3만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_001,37.55275797,127.0830203,지정구간,,서울특별시 광진구 능동 242-19,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_007,37.55269148,127.0839066,지정구간,,서울특별시 광진구 능동 243-10,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_008,37.55269148,127.0839066,지정구간,,서울특별시 광진구 능동 243-10,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_009,37.55269148,127.0839066,지정구간,,서울특별시 광진구 능동 243-10,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_011,37.55269148,127.0839066,지정구간,,서울특별시 광진구 능동 243-10,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_012,37.55269148,127.0839066,지정구간,,서울특별시 광진구 능동 243-10,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_013,37.55256257,127.0841353,지정구간,,서울특별시 광진구 능동 243-5,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_014,37.55256257,127.0841353,지정구간,,서울특별시 광진구 능동 243-5,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_015,37.55256257,127.0841353,지정구간,,서울특별시 광진구 능동 243-5,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_017,37.55256257,127.0841353,지정구간,,서울특별시 광진구 능동 243-5,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_018,37.55256257,127.0841353,지정구간,,서울특별시 광진구 능동 243-5,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_023,37.55241449,127.0845716,지정구간,,서울특별시 광진구 능동 250-26,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_024,37.55241449,127.0845716,지정구간,,서울특별시 광진구 능동 250-26,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_025,37.55241449,127.0845716,지정구간,,서울특별시 광진구 능동 250-26,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_026,37.55241449,127.0845716,지정구간,,서울특별시 광진구 능동 250-26,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_027,37.55230091,127.0847712,지정구간,,서울특별시 광진구 능동 250-4,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_028,37.55230091,127.0847712,지정구간,,서울특별시 광진구 능동 250-4,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_029,37.55230091,127.0847712,지정구간,,서울특별시 광진구 능동 250-4,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_030,37.55230091,127.0847712,지정구간,,서울특별시 광진구 능동 250-4,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_031,37.55230091,127.0847712,지정구간,,서울특별시 광진구 능동 250-4,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_034,37.5520602,127.0849756,지정구간,,서울특별시 광진구 능동 251-36,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_035,37.5520602,127.0849756,지정구간,,서울특별시 광진구 능동 251-36,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_036,37.5520602,127.0849756,지정구간,,서울특별시 광진구 능동 251-36,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_037,37.55199686,127.0850985,지정구간,,서울특별시 광진구 능동 251-35,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_038,37.55199686,127.0850985,지정구간,,서울특별시 광진구 능동 251-35,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_039,37.55199686,127.0850985,지정구간,,서울특별시 광진구 능동 251-35,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_040,37.55192223,127.0852664,지정구간,,서울특별시 광진구 능동 251-4,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_042,37.55192223,127.0852664,지정구간,,서울특별시 광진구 능동 251-4,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_043,37.55192223,127.0852664,지정구간,,서울특별시 광진구 능동 251-4,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_046,37.55179171,127.0855883,지정구간,,서울특별시 광진구 능동 252-33,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_047,37.55179171,127.0855883,지정구간,,서울특별시 광진구 능동 252-33,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_048,37.55179171,127.0855883,지정구간,,서울특별시 광진구 능동 252-33,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_049,37.55175181,127.0856905,지정구간,,서울특별시 광진구 능동 252-26,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_050,37.55175181,127.0856905,지정구간,,서울특별시 광진구 능동 252-26,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_051,37.55170972,127.0858315,지정구간,,서울특별시 광진구 능동 252-25,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_052,37.55170972,127.0858315,지정구간,,서울특별시 광진구 능동 252-25,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_053,37.55166849,127.0859119,지정구간,,서울특별시 광진구 능동 252-18,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_054,37.55166849,127.0859119,지정구간,,서울특별시 광진구 능동 252-18,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_055,37.55169149,127.0863711,지정구간,,서울특별시 광진구 능동 258-5,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_055-1,37.55162008,127.086066,지정구간,,서울특별시 광진구 능동 252-17,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_056,37.55169149,127.0863711,지정구간,,서울특별시 광진구 능동 258-5,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_057,37.55169149,127.0863711,지정구간,,서울특별시 광진구 능동 258-5,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_058,37.55169149,127.0863711,지정구간,,서울특별시 광진구 능동 258-5,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_059,37.55169149,127.0863711,지정구간,,서울특별시 광진구 능동 258-5,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_060,37.55169149,127.0863711,지정구간,,서울특별시 광진구 능동 258-5,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_062,37.55179046,127.0866829,지정구간,,서울특별시 광진구 능동 258-19,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_063,37.55179046,127.0866829,지정구간,,서울특별시 광진구 능동 258-19,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_064,37.55179046,127.0866829,지정구간,,서울특별시 광진구 능동 258-19,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_065,37.55179046,127.0866829,지정구간,,서울특별시 광진구 능동 258-19,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_066,37.55184394,127.0868612,지정구간,,서울특별시 광진구 능동 258-9,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
11215-능동_067,37.55184394,127.0868612,지정구간,,서울특별시 광진구 능동 258-9,,,1월~12월,주간:3만원+야간:2만원+전일4만원,,,,2022-01-01,2022-12-31,,,,서울특별시 광진구청,2022-07-19
