no,pl_id,pl_nm,sido_nm,sgg_nm,bemd_nm,beonji,ho,road_nm,bld_num,logitude,latitude,pl_num_space,pl_fee_free,occ_park,operation_type,resident_day_month_amt,resident_night_month_amt,resident_allday_month_amt,pl_start_time,pl_end_time,specific,final_end_dt
일련번호,주차장고유값,주차장명,시도명칭,시군구명칭,법정읍면동명칭,번지,호,도로명 이름,건물 번호,경도,위도,개방면수,무료 개방여부,수시주차가능여부,운영방식,거주자-주간(월)금액,거주자-야간(월)금액,거주자-전일(월)금액,시작시간,종료시간,특이사항,구축기준일
338,5529585,612-7 노상주차장,서울특별시,광진구,구의동,612,7,자양로37길,55,127.085553 ,37.548841 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
339,5529584,612-7 노상주차장,서울특별시,광진구,구의동,612,7,자양로37길,55,127.085547 ,37.548834 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
340,5529583,612-7 노상주차장,서울특별시,광진구,구의동,612,7,자양로37길,55,127.085539 ,37.548831 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
341,5529582,612-7 노상주차장,서울특별시,광진구,구의동,612,7,자양로37길,55,127.085529 ,37.548821 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
342,5529581,612-7 노상주차장,서울특별시,광진구,구의동,612,7,자양로37길,55,127.085512 ,37.548804 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
343,5529580,612-7 노상주차장,서울특별시,광진구,구의동,612,7,자양로37길,55,127.085492 ,37.548798 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
344,5529579,612-7 노상주차장,서울특별시,광진구,구의동,612,7,자양로37길,55,127.085468 ,37.548781 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
345,5529571,612-7 노상주차장,서울특별시,광진구,구의동,612,7,자양로37길,55,127.085449,37.548762,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
346,5529570,612-7 노상주차장,서울특별시,광진구,구의동,612,7,자양로37길,55,127.085458 ,37.548730 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
347,5529569,612-7 노상주차장,서울특별시,광진구,구의동,612,7,자양로37길,63,127.085468 ,37.548709 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
348,5529565,612-10 노상주차장,서울특별시,광진구,구의동,612,10,자양로37길,63,127.085482 ,37.548424 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
349,5529564,612-10 노상주차장,서울특별시,광진구,구의동,612,10,자양로37길,63,127.085572 ,37.548264 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
350,5529563,612-10 노상주차장,서울특별시,광진구,구의동,612,10,자양로37길,63,127.085551 ,37.548301 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
351,5529562,612-10 노상주차장,서울특별시,광진구,구의동,612,10,자양로37길,63,127.085534 ,37.548337 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
352,5529561,612-10 노상주차장,서울특별시,광진구,구의동,612,10,자양로37길,71,127.085513 ,37.548375 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
353,5529557,612-15 노상주차장,서울특별시,광진구,구의동,612,15,자양로37길,71,127.085562 ,37.548253 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
354,5529556,612-15 노상주차장,서울특별시,광진구,구의동,612,15,자양로37길,77,127.085567 ,37.548236 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
355,4798475,612-15 노상주차장,서울특별시,광진구,구의동,612,15,자양로37길,85,127.085565,37.548210,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
356,4759094,612-10 노상주차장,서울특별시,광진구,구의동,612,10,자양로37길,77,127.085496,37.548403,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
357,4757766,612-10 노상주차장,서울특별시,광진구,구의동,612,10,자양로37길,85,127.085467,37.548471,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
358,4755467,612-15 노상주차장,서울특별시,광진구,구의동,612,15,자양로37길,77,127.085591,37.548149,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
359,4735348,612-7 노상주차장,서울특별시,광진구,구의동,612,7,자양로28길,34,127.085480,37.548684,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
360,4759115,613-1 노상주차장,서울특별시,광진구,구의동,613,1,자양로37길,44-3,127.086152,37.548889,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
361,5529718,614-13 노상주차장,서울특별시,광진구,구의동,614,13,뚝섬로43길,26,127.087855,37.548670,1,0,1,1,,,,0000,0000,,2022-11-25
362,5529720,615-27 노상주차장,서울특별시,광진구,구의동,615,27,뚝섬로,613,127.087823,37.548611,1,0,1,1,,,,0000,0000,,2022-11-25
363,5529783,616-16 노상주차장,서울특별시,광진구,구의동,616,16,뚝섬로49길,8-19,127.086876,37.548437,1,0,1,1,,,,0000,0000,,2022-11-25
364,5530280,617-40 노상주차장,서울특별시,광진구,구의동,617,40,자양로13길,96-5,127.086544,37.548611,1,0,1,1,,,,0000,0000,,2022-11-25
365,5529555,617-26 노상주차장,서울특별시,광진구,구의동,617,26,자양로37길,77,127.085597 ,37.548189 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
366,5529554,617-26 노상주차장,서울특별시,광진구,구의동,617,26,자양로37길,77,127.085609 ,37.548150 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
367,5529553,617-26 노상주차장,서울특별시,광진구,구의동,617,26,자양로37길,77,127.085615 ,37.548122 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
368,5529550,617-26 노상주차장,서울특별시,광진구,구의동,617,26,자양로37길,77,127.085627,37.548099,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
369,5529546,617-26 노상주차장,서울특별시,광진구,구의동,617,26,자양로37길,85,127.085647,37.548058,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
370,5529527,617-33 노상주차장,서울특별시,광진구,구의동,617,33,자양로37길,85,127.085748 ,37.547816 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
371,5529526,617-33 노상주차장,서울특별시,광진구,구의동,617,33,자양로37길,85,127.085763 ,37.547753 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
372,5529525,617-33 거주자우선주차장,서울특별시,광진구,구의동,617,33,자양로37길,85,127.085960 ,37.548656 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
373,5529515,617-33 노상주차장,서울특별시,광진구,구의동,617,33,자양로37길,85,127.085803 ,37.547621 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
374,5529514,617-33 노상주차장,서울특별시,광진구,구의동,617,33,자양로37길,85,127.085822 ,37.547520 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
375,4808138,617-33 노상주차장,서울특별시,광진구,구의동,617,33,자양로37길,71,127.085788,37.547704,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
376,4759114,617-33 노상주차장,서울특별시,광진구,구의동,617,33,자양로37길,63,127.085796,37.547661,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
377,4759112,617-27 거주자우선주차장,서울특별시,광진구,구의동,617,27,자양로37길,81,127.085822,37.548034,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
378,4757797,617-26 노상주차장,서울특별시,광진구,구의동,617,26,자양로37길,63,127.085651,37.548053,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
379,4756781,617-33 노상주차장,서울특별시,광진구,구의동,617,33,자양로37길,85,127.085838,37.547500,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
380,4756472,617-33 노상주차장,서울특별시,광진구,구의동,617,33,자양로37길,71,127.085815,37.547585,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
381,4736680,617-26 노상주차장,서울특별시,광진구,구의동,617,26,자양로37길,55,127.085697,37.547916,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
382,4754465,646-8 노상주차장,서울특별시,광진구,구의동,646,8,자양로23길,63,127.093559,37.540544,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
383,5544227,658 노상주차장,서울특별시,광진구,구의동,658,,구의강변로,84,127.095217,37.539012,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
384,5544226,658 노상주차장,서울특별시,광진구,구의동,658,,구의강변로,84,127.095220,37.538895,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
385,5544225,658 노상주차장,서울특별시,광진구,구의동,658,,구의강변로,84,127.095214,37.538877,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
386,5544224,658 노상주차장,서울특별시,광진구,구의동,658,,구의강변로,84,127.095209,37.538812,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
387,5544223,658 노상주차장,서울특별시,광진구,구의동,658,,구의강변로,84,127.095214,37.538769,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
388,5544222,658 노상주차장,서울특별시,광진구,구의동,658,,구의강변로,84,127.095208,37.538749,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
389,5544221,658 노상주차장,서울특별시,광진구,구의동,658,,구의강변로,84,127.095208,37.538638,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
390,5544220,658 노상주차장,서울특별시,광진구,구의동,658,,구의강변로,84,127.095203,37.538564,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
391,5544219,658 노상주차장,서울특별시,광진구,구의동,658,,구의강변로,84,127.095188,37.538505,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
392,5544218,658 노상주차장,서울특별시,광진구,구의동,658,,구의강변로,84,127.095200,37.538397,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
393,5544217,658 노상주차장,서울특별시,광진구,구의동,658,,구의강변로,84,127.095188,37.538382,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
394,5544216,658 노상주차장,서울특별시,광진구,구의동,658,,구의강변로,84,127.095199,37.538077,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
395,5544215,658 노상주차장,서울특별시,광진구,구의동,658,,구의강변로,84,127.095219,37.538021,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
396,5544214,658 노상주차장,서울특별시,광진구,구의동,658,,구의강변로,84,127.095233,37.537866,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
397,5544213,658 노상주차장,서울특별시,광진구,구의동,658,,구의강변로,84,127.095210,37.537852,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
398,5544212,658 노상주차장,서울특별시,광진구,구의동,658,,구의강변로,84,127.095145,37.537798,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
399,5544211,658 노상주차장,서울특별시,광진구,구의동,658,,구의강변로,84,127.094919,37.537665,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
400,4810182,658 노상주차장,서울특별시,광진구,구의동,658,,구의강변로,84,127.094298,37.537409,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
401,4757101,660 노상주차장,서울특별시,광진구,구의동,660,,광나루로46길,21,127.092462,37.542365,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
402,4757100,660 노상주차장,서울특별시,광진구,구의동,660,,광나루로46길,21,127.092453,37.542568,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
403,4757098,660 노상주차장,서울특별시,광진구,구의동,660,,광나루로46길,21,127.092549,37.542826,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
404,4757096,660 거주자우선주차장,서울특별시,광진구,구의동,660,,광나루로46길,21,127.092569,37.543058,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
405,5110988,동원빌딩,서울특별시,광진구,군자동,1,10,능동로,275-1,127.077762 ,37.554676 ,3,0,0,3,30000,20000,40000,1900,0800,,2022-11-25
406,4757989,비전빌딩옆노상주차장,서울특별시,광진구,군자동,1,11,능동로,275,127.077436,37.554826,1,1,1,1,30000,20000,40000,0000,0000,,2022-11-25
407,4757988,비전빌딩옆노상주차장,서울특별시,광진구,군자동,1,11,능동로,275,127.077621,37.554395,1,1,1,1,30000,20000,40000,0000,0000,,2022-11-25
408,4757688,비전빌딩옆노상주차장,서울특별시,광진구,군자동,1,11,능동로,275,127.077676,37.554448,1,1,1,1,30000,20000,40000,0000,0000,,2022-11-25
409,4756440,비전빌딩옆노상주차장,서울특별시,광진구,군자동,1,11,능동로,275,127.077545,37.554409,1,1,1,1,30000,20000,40000,0000,0000,,2022-11-25
410,4814713,27-4 노상주차장,서울특별시,광진구,군자동,27,4,능동로,257,127.076747,37.553067,1,1,1,1,30000,20000,40000,0000,0000,,2022-11-25
411,4809600,27-4 노상주차장,서울특별시,광진구,군자동,27,4,능동로,257,127.077156,37.553161,1,1,1,1,30000,20000,40000,0000,0000,,2022-11-25
412,4759321,27-4 노상주차장,서울특별시,광진구,군자동,27,4,능동로,257,127.076651,37.553058,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
413,4756761,27-4 노상주차장,서울특별시,광진구,군자동,27,4,능동로,257,127.076916,37.553056,1,1,1,1,30000,20000,40000,0000,0000,,2022-11-25
414,4759320,45-11 노상주차장,서울특별시,광진구,군자동,45,11,능동로29가길,3,127.077424,37.554866,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
415,4756760,45-11 노상주차장,서울특별시,광진구,군자동,45,11,능동로29가길,3,127.077498,37.554939,1,1,1,1,30000,20000,40000,0000,0000,,2022-11-25
416,4756441,45-11 노상주차장,서울특별시,광진구,군자동,45,11,능동로29가길,3,127.077381,37.554845,1,1,1,1,30000,20000,40000,0000,0000,,2022-11-25
417,4738706,45-11 노상주차장,서울특별시,광진구,군자동,45,11,능동로29가길,3,127.077540,37.555062,1,1,1,1,30000,20000,40000,0000,0000,,2022-11-25
418,4758076,149-12 거주자우선주차장,서울특별시,광진구,군자동,149,12,능동로21길,65,127.074046,37.553417,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
419,4757177,149-12 거주자우선주차장,서울특별시,광진구,군자동,149,12,능동로21길,65,127.074122,37.553357,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
420,4757176,149-12 거주자우선주차장,서울특별시,광진구,군자동,149,12,능동로21길,65,127.073911,37.553567,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
421,4806525,195-18 노상주차장,서울특별시,광진구,군자동,195,18,동일로56길,11,127.072664,37.556371,1,1,1,1,30000,20000,40000,0000,0000,,2022-11-25
422,4758400,280 노상주차장,서울특별시,광진구,군자동,280,,능동로21길,38,127.074941,37.552432,1,1,1,1,30000,20000,40000,0000,0000,,2022-11-25
423,4756815,세종대학교노상주차장,서울특별시,광진구,군자동,310,,군자로,114,127.073256,37.548914,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
424,4843067,348-11 노상주차장,서울특별시,광진구,군자동,348,11,광나루로15길,59,127.070201,37.550838,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
425,4837294,348-16 노상주차장,서울특별시,광진구,군자동,348,16,광나루로15길,51,127.069946,37.550452,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
426,4820691,348-13 노상주차장,서울특별시,광진구,군자동,348,13,광나루로15길,55,127.070028,37.550583,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
427,4810100,348-13 노상주차장,서울특별시,광진구,군자동,348,13,광나루로15길,55,127.070121,37.550688,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
428,4754477,348-11 노상주차장,서울특별시,광진구,군자동,348,11,광나루로15길,59,127.070164,37.550767,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
429,4807857,351-2 노상주차장,서울특별시,광진구,군자동,351,2,광나루로15길,45,127.069823,37.550165,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
430,4754476,351-1 노상주차장,서울특별시,광진구,군자동,351,1,광나루로15길,47,127.069867,37.550276,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
431,5026362,장안초등학교,서울특별시,광진구,군자동,365,1,군자로,74,127.072382 ,37.549859 ,30,0,0,2,30000,20000,40000,0000,0730,,2022-11-25
432,4754195,367-8 노상주차장,서울특별시,광진구,군자동,367,8,군자로10길,35,127.072333,37.549127,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
433,4804782,369-15 노상주차장,서울특별시,광진구,군자동,369,15,군자로10길,34,127.072894,37.549381,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
434,4754210,369-15 노상주차장,서울특별시,광진구,군자동,369,15,군자로10길,34,127.072785,37.549323,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
435,4843478,세종대학교노상주차장,서울특별시,광진구,군자동,372,9,광나루로19길,27-6,127.073261,37.548766,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
436,4825418,세종대학교노상주차장,서울특별시,광진구,군자동,372,9,광나루로19길,27-6,127.073265,37.548744,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
437,4807014,세종대학교노상주차장,서울특별시,광진구,군자동,372,9,광나루로19길,27-6,127.073265,37.548831,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
438,4756814,세종대학교노상주차장,서울특별시,광진구,군자동,372,9,광나루로19길,27-6,127.073247,37.548718,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
439,4756813,세종대학교노상주차장,서울특별시,광진구,군자동,372,9,광나루로19길,27-6,127.073248,37.548687,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
440,4756812,세종대학교노상주차장,서울특별시,광진구,군자동,372,9,광나루로19길,27-6,127.073237,37.548652,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
441,4738382,세종대학교노상주차장,서울특별시,광진구,군자동,372,9,광나루로19길,27-6,127.073264,37.548875,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
442,4838027,세종대학교노상주차장,서울특별시,광진구,군자동,373,3,광나루로17길,14-8,127.073245,37.548565,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
443,4825417,세종대학교노상주차장,서울특별시,광진구,군자동,373,4,광나루로17길,14-6,127.073246,37.548447,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
444,4806847,세종대학교노상주차장,서울특별시,광진구,군자동,373,3,광나루로17길,14-8,127.073248,37.548484,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
445,4756811,세종대학교노상주차장,서울특별시,광진구,군자동,373,,광나루로19길,23,127.073239,37.548608,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
446,4756810,세종대학교노상주차장,서울특별시,광진구,군자동,373,3,광나루로17길,14-8,127.073232,37.548508,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
447,4755821,세종대학교노상주차장,서울특별시,광진구,군자동,373,5,광나루로17길,14-4,127.073233,37.548351,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
448,4755820,세종대학교노상주차장,서울특별시,광진구,군자동,373,5,광나루로17길,14-4,127.073216,37.548284,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
449,4755819,세종대학교노상주차장,서울특별시,광진구,군자동,373,5,광나루로17길,14-4,127.073180,37.548245,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
450,4755818,세종대학교노상주차장,서울특별시,광진구,군자동,373,9,광나루로19길,9,127.073042,37.548126,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
451,4755183,세종대학교노상주차장,서울특별시,광진구,군자동,373,4,광나루로17길,14-6,127.073258,37.548408,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
452,4755182,세종대학교노상주차장,서울특별시,광진구,군자동,373,5,광나루로17길,14-4,127.073073,37.548169,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
453,4738276,466-16 거주자우선주차장,서울특별시,광진구,군자동,466,16,천호대로104길,8,127.076693,37.557563,1,1,0,2,30000,20000,40000,0000,0000,,2022-11-25
454,5528213,어린이대공원노상주차장,서울특별시,광진구,능동,18,,천호대로124길,122,127.083546,37.552605,1,0,0,2,30000,20000,40000,0900,1800,,2022-11-25
455,5528048,능동 IoT 공유주차장,서울특별시,광진구,능동,18,,능동로24길,29,127.079257,37.551950,1,0,0,2,30000,20000,40000,0900,1800,,2022-11-25
456,4810402,어린이대공원노상주차장,서울특별시,광진구,능동,135,3,천호대로116길,72,127.082517,37.552230,1,0,0,2,30000,20000,40000,0900,1800,,2022-11-25
457,4797054,135-40 거주자우선주차장,서울특별시,광진구,능동,135,40,천호대로116길,88,127.081667,37.552286,1,0,0,2,30000,20000,40000,0900,1800,,2022-11-25
458,4756838,135-40 거주자우선주차장,서울특별시,광진구,능동,135,40,천호대로116길,88,127.081595,37.552357,1,0,0,2,30000,20000,40000,0900,1800,,2022-11-25
459,4755513,어린이대공원노상주차장,서울특별시,광진구,능동,135,3,천호대로116길,72,127.082702,37.552404,1,0,0,2,30000,20000,40000,0900,1800,,2022-11-25
460,4755511,어린이대공원노상주차장,서울특별시,광진구,능동,135,3,천호대로116길,72,127.082605,37.552298,1,0,0,2,30000,20000,40000,0900,1800,,2022-11-25
461,4755510,135-40 거주자우선주차장,서울특별시,광진구,능동,135,40,천호대로116길,88,127.081730,37.552272,1,0,0,2,30000,20000,40000,0900,1800,,2022-11-25
462,4735333,135-40 거주자우선주차장,서울특별시,광진구,능동,135,40,천호대로116길,88,127.081552,37.552417,1,0,0,2,30000,20000,40000,0900,1800,,2022-11-25
463,5528302,166-6 거주자우선주차장,서울특별시,광진구,능동,166,6,천호대로114길,,127.081386 ,37.552907 ,1,0,0,2,,,,0000,0000,,2022-11-25
464,5528301,166-6 거주자우선주차장,서울특별시,광진구,능동,166,6,천호대로114길,,127.081365 ,37.552867 ,1,0,0,2,,,,0000,0000,,2022-11-25
465,5528300,166-6 거주자우선주차장,서울특별시,광진구,능동,166,6,천호대로114길,,127.081332,37.552808,1,0,0,2,,,,0000,0000,,2022-11-25
466,4756468,181-2 노상주차장,서울특별시,광진구,능동,181,2,능동로24길,92,127.081058,37.553812,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
467,4759434,201-2 노상주차장,서울특별시,광진구,능동,201,2,천호대로112길,60-1,127.079721,37.553733,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
468,4759433,201-2 노상주차장,서울특별시,광진구,능동,201,2,천호대로112길,60-1,127.079388,37.553814,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
469,4757830,201-2 노상주차장,서울특별시,광진구,능동,201,2,천호대로112길,60-1,127.079900,37.553643,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
470,4755171,201-2 노상주차장,서울특별시,광진구,능동,201,2,천호대로112길,60-1,127.079487,37.553791,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
471,5530302,223-25 노상주차장,서울특별시,광진구,능동,223,25,능동로34길,19,127.080204 ,37.555454 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
472,5530301,223-25 노상주차장,서울특별시,광진구,능동,223,25,능동로34길,19,127.080370 ,37.555391 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
473,5530283,223-41 노상주차장,서울특별시,광진구,능동,223,41,능동로34길,1,127.079423 ,37.555605 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
474,4810347,223-41 노상주차장,서울특별시,광진구,능동,223,41,능동로34길,1,127.079402,37.555568,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
475,4759431,223-24 노상주차장,서울특별시,광진구,능동,223,24,능동로34길,21,127.080551,37.555262,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
476,4755168,223-25 노상주차장,서울특별시,광진구,능동,223,25,능동로34길,19,127.080489,37.555295,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
477,5530398,224-1 노상주차장,서울특별시,광진구,능동,224,1,천호대로110길,37,127.079698 ,37.556092 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
478,5530397,224-1 노상주차장,서울특별시,광진구,능동,224,1,천호대로110길,37,127.079674 ,37.556049 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
479,4755166,224-1 노상주차장,서울특별시,광진구,능동,224,1,천호대로110길,37,127.079636,37.555600,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
480,4755165,224-1 노상주차장,서울특별시,광진구,능동,224,1,천호대로110길,37,127.079665,37.556008,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
481,4737189,225-31 노상주차장,서울특별시,광진구,능동,225,31,천호대로110길,52,127.079094,37.554926,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
482,4759110,233-20 노상주차장,서울특별시,광진구,능동,233,20,능동로24길,98,127.081160,37.554016,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
483,5528540,235-2 노상주차장,서울특별시,광진구,능동,235,2,능동로36길,58,127.081599 ,37.555499 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
484,5528539,235-2 노상주차장,서울특별시,광진구,능동,235,2,능동로36길,58,127.082124 ,37.555318 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
485,5528505,235-42 노상주차장,서울특별시,광진구,능동,235,42,천호대로114길,22,127.082211 ,37.554671 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
486,4759107,235-42 노상주차장,서울특별시,광진구,능동,235,42,천호대로114길,22,127.081843,37.554783,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
487,4756466,235-42 노상주차장,서울특별시,광진구,능동,235,42,천호대로114길,22,127.082265,37.554657,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
488,4736666,235-2 노상주차장,서울특별시,광진구,능동,235,2,능동로36길,58,127.082178,37.555253,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
489,5528538,236-6 노상주차장,서울특별시,광진구,능동,236,6,능동로36길,65,127.082390 ,37.555255 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
490,4757802,236-6 노상주차장,서울특별시,광진구,능동,236,6,능동로36길,65,127.082475,37.555186,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
491,5528553,237-5 노상주차장,서울특별시,광진구,능동,237,5,천호대로600,,127.084189,37.554876,1,0,1,1,,,,0000,0000,,2022-11-25
492,5528534,237-21 노상주차장,서울특별시,광진구,능동,237,21,능동로36길,91,127.083793 ,37.554670 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
493,4757789,237-21 노상주차장,서울특별시,광진구,능동,237,21,능동로36길,91,127.083676,37.554704,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
494,4755514,어린이대공원노상주차장,서울특별시,광진구,능동,241,23,천호대로116길,62,127.082760,37.552494,1,0,0,2,30000,20000,40000,0900,1800,,2022-11-25
495,5528182,어린이대공원노상주차장,서울특별시,광진구,능동,242,32,천호대로116길,72,127.082944,37.552630,1,0,0,2,30000,20000,40000,0900,1800,,2022-11-25
496,4818167,어린이대공원노상주차장,서울특별시,광진구,능동,242,26,천호대로124길,122,127.083110,37.552623,1,0,0,2,30000,20000,40000,0900,1800,,2022-11-25
497,4755439,어린이대공원노상주차장,서울특별시,광진구,능동,242,19,천호대로116길,72,127.083009,37.552614,1,0,0,2,30000,20000,40000,0900,1800,,2022-11-25
498,5528220,어린이대공원노상주차장,서울특별시,광진구,능동,243,6,천호대로124길,106,127.084072,37.552450,1,0,0,2,30000,20000,40000,0900,1800,,2022-11-25
499,5528147,243-23 노상주차장,서울특별시,광진구,능동,243,23,능동로32길,106-5,127.083932 ,37.553140 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
500,4756432,243-23 노상주차장,서울특별시,광진구,능동,243,23,능동로32길,106-5,127.083946,37.553185,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
