no,pl_id,pl_nm,sido_nm,sgg_nm,bemd_nm,beonji,ho,road_nm,bld_num,logitude,latitude,pl_num_space,pl_fee_free,occ_park,operation_type,resident_day_month_amt,resident_night_month_amt,resident_allday_month_amt,pl_start_time,pl_end_time,specific,final_end_dt
일련번호,주차장고유값,주차장명,시도명칭,시군구명칭,법정읍면동명칭,번지,호,도로명 이름,건물 번호,경도,위도,개방면수,무료 개방여부,수시주차가능여부,운영방식,거주자-주간(월)금액,거주자-야간(월)금액,거주자-전일(월)금액,시작시간,종료시간,특이사항,구축기준일
1,5533775,광장동IoT공유주차장,서울특별시,광진구,광장동,102,,아차산로78길,75,127.110864 ,37.550973 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
2,5533773,광장동IoT공유주차장,서울특별시,광진구,광장동,102,,아차산로78길,75,127.111042 ,37.551358 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
3,5533772,광장동IoT공유주차장,서울특별시,광진구,광장동,102,,아차산로78길,75,127.111026 ,37.551333 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
4,4759402,102 노상주차장,서울특별시,광진구,광장동,102,,아차산로78길,75,127.111104,37.551381,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
5,4755783,102 거주자우선주차장,서울특별시,광진구,광장동,102,,아차산로78길,75,127.111022,37.551256,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
6,4755782,광장동IoT공유주차장,서울특별시,광진구,광장동,102,,아차산로78길,75,127.110962,37.551097,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
7,4755780,광장동IoT공유주차장,서울특별시,광진구,광장동,102,,아차산로78길,75,127.110854,37.550945,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
8,5533768,105 노상주차장,서울특별시,광진구,광장동,105,,아차산로78길,63,127.111040 ,37.551359 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
9,5533767,105 노상주차장,서울특별시,광진구,광장동,105,,아차산로78길,63,127.111078 ,37.551437 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
10,5533766,105 노상주차장,서울특별시,광진구,광장동,105,,아차산로78길,63,127.111130 ,37.551491 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
11,4759404,105 노상주차장,서울특별시,광진구,광장동,105,,아차산로78길,63,127.110117,37.551575,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
12,4755785,105 노상주차장,서울특별시,광진구,광장동,105,,아차산로78길,63,127.111179,37.551612,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
13,4755480,105 노상주차장,서울특별시,광진구,광장동,105,,아차산로78길,63,127.110409,37.551177,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
14,5533799,광장동IoT공유주차장,서울특별시,광진구,광장동,110,,아차산로78길,72,127.110094,37.551043,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
15,5533798,광장동IoT공유주차장,서울특별시,광진구,광장동,110,,아차산로78길,72,127.110120,37.551021,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
16,5533797,광장동IoT공유주차장,서울특별시,광진구,광장동,110,,아차산로78길,72,127.110077,37.551052,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
17,5533796,광장동IoT공유주차장,서울특별시,광진구,광장동,110,,아차산로78길,72,127.110206 ,37.550960 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
18,5533795,광장동IoT공유주차장,서울특별시,광진구,광장동,110,,아차산로78길,72,127.110250 ,37.550939 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
19,5533794,광장동IoT공유주차장,서울특별시,광진구,광장동,110,,아차산로78길,72,127.110296 ,37.550924 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
20,5533792,광장동IoT공유주차장,서울특별시,광진구,광장동,110,,아차산로78길,72,127.110152 ,37.550984 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
21,4810157,광장동IoT공유주차장,서울특별시,광진구,광장동,110,,아차산로78길,72,127.110482,37.550861,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
22,4796626,광장동IoT공유주차장,서울특별시,광진구,광장동,110,,아차산로78길,72,127.110334,37.550927,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
23,4759068,광장동IoT공유주차장,서울특별시,광진구,광장동,110,,아차산로78길,72,127.110365,37.550895,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
24,4755778,광장동IoT공유주차장,서울특별시,광진구,광장동,110,,아차산로78길,72,127.110609,37.550458,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
25,4798788,광장동IoT공유주차장,서울특별시,광진구,광장동,113,,아차산로78길,90,127.110477,37.550168,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
26,5533831,광장동IoT공유주차장,서울특별시,광진구,광장동,127,,아차산로78길,110,127.110291 ,37.549534 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
27,5533830,광장동IoT공유주차장,서울특별시,광진구,광장동,127,,아차산로78길,110,127.110227 ,37.549405 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
28,5533829,광장동IoT공유주차장,서울특별시,광진구,광장동,127,,아차산로78길,110,127.110207 ,37.549364 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
29,4807966,광장동IoT공유주차장,서울특별시,광진구,광장동,127,,아차산로78길,110,127.110391,37.549837,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
30,4758454,광장동IoT공유주차장,서울특별시,광진구,광장동,127,,아차산로78길,110,127.110209,37.549494,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
31,4756830,광장동IoT공유주차장,서울특별시,광진구,광장동,127,,아차산로78길,110,127.110366,37.549839,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
32,5533812,광장동IoT공유주차장,서울특별시,광진구,광장동,130,,아차산로78길,122,127.109999 ,37.551116 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
33,5533811,광장동IoT공유주차장,서울특별시,광진구,광장동,130,,아차산로78길,122,127.110014 ,37.551100 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
34,5533791,광장동IoT공유주차장,서울특별시,광진구,광장동,130,,아차산로78길,122,127.110025 ,37.551088 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
35,5533790,광장동IoT공유주차장,서울특별시,광진구,광장동,130,,아차산로78길,122,127.109953 ,37.551146 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
36,5533789,광장동IoT공유주차장,서울특별시,광진구,광장동,130,,아차산로78길,122,127.109981 ,37.551129 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
37,4754201,광장동IoT공유주차장,서울특별시,광진구,광장동,130,,아차산로78길,122,127.109924,37.548931,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
38,5533844,광장동IoT공유주차장,서울특별시,광진구,광장동,131,1,아차산로78가길,17,127.110642 ,37.550288 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
39,5533843,광장동IoT공유주차장,서울특별시,광진구,광장동,131,1,아차산로78가길,17,127.110627 ,37.550250 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
40,5533842,광장동IoT공유주차장,서울특별시,광진구,광장동,131,1,아차산로78가길,17,127.110601 ,37.550214 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
41,5533838,광장동IoT공유주차장,서울특별시,광진구,광장동,131,1,아차산로78가길,17,127.110561 ,37.550118 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
42,5533837,광장동IoT공유주차장,서울특별시,광진구,광장동,131,1,아차산로78가길,17,127.110538 ,37.550074 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
43,5533836,광장동IoT공유주차장,서울특별시,광진구,광장동,131,1,아차산로78가길,17,127.110527 ,37.550042 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
44,5533835,광장동IoT공유주차장,서울특별시,광진구,광장동,131,1,아차산로78가길,17,127.110529 ,37.550011 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
45,4807928,광장동IoT공유주차장,서울특별시,광진구,광장동,131,1,아차산로78가길,17,127.109880,37.548801,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
46,4759144,광장동IoT공유주차장,서울특별시,광진구,광장동,131,1,아차산로78가길,17,127.109812,37.548621,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
47,4758452,광장동IoT공유주차장,서울특별시,광진구,광장동,131,1,아차산로78가길,17,127.109834,37.548694,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
48,5533023,132 거주자우선주차장,서울특별시,광진구,광장동,132,,아차산로78가길,17,127.109684 ,37.549432 ,1,0,0,2,30000,20000,40000,0000,0000,,2022-11-25
49,5533022,132 거주자우선주차장,서울특별시,광진구,광장동,132,,아차산로78가길,17,127.109625,37.549442,1,0,0,2,30000,20000,40000,0000,0000,,2022-11-25
50,4758450,광장동IoT공유주차장,서울특별시,광진구,광장동,137,,아차산로78길,143,127.109692,37.548523,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
51,4757104,145-8 노상주차장,서울특별시,광진구,광장동,145,8,아차산로,635,127.110516,37.551576,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
52,4755786,145-8 노상주차장,서울특별시,광진구,광장동,145,8,아차산로,635,127.109998,37.551123,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
53,4755442,145-8 노상주차장,서울특별시,광진구,광장동,145,8,아차산로,635,127.110265,37.551580,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
54,4759143,148-6 노상주차장,서울특별시,광진구,광장동,148,6,아차산로,636,127.108807,37.548466,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
55,5532727,244-7 노상주차장,서울특별시,광진구,광장동,244,7,아차산로73길,12,127.103959 ,37.545699 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
56,5532726,244-7 노상주차장,서울특별시,광진구,광장동,244,7,아차산로73길,12,127.103852 ,37.545734 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
57,5532725,244-7 노상주차장,서울특별시,광진구,광장동,244,7,아차산로73길,12,127.103653 ,37.545806 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
58,5532724,244-7 노상주차장,서울특별시,광진구,광장동,244,7,아차산로73길,12,127.103761 ,37.545760 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
59,4806777,244-7 노상주차장,서울특별시,광진구,광장동,244,7,아차산로73길,12,127.103880,37.545707,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
60,4758442,244-7 노상주차장,서울특별시,광진구,광장동,244,7,아차산로73길,12,127.103699,37.545801,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
61,4758441,244-7 노상주차장,서울특별시,광진구,광장동,244,7,아차산로73길,12,127.104151,37.545668,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
62,4755456,244-7 거주자우선주차장,서울특별시,광진구,광장동,244,7,아차산로73길,12,127.104045,37.545668,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
63,4737849,244-7 노상주차장,서울특별시,광진구,광장동,244,7,아차산로73길,12,127.103780,37.545749,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
64,4737284,244-7 노상주차장,서울특별시,광진구,광장동,244,7,아차산로73길,12,127.103990,37.545673,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
65,5532749,245-8 노상주차장,서울특별시,광진구,광장동,245,8,아차산로73길,25,127.103437 ,37.545895 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
66,5532723,245-8 노상주차장,서울특별시,광진구,광장동,245,8,아차산로73길,25,127.103492,37.545729,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
67,5532722,245-8 노상주차장,서울특별시,광진구,광장동,245,8,아차산로73길,25,127.103433 ,37.545666 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
68,4758756,245-8 노상주차장,서울특별시,광진구,광장동,245,8,아차산로73길,25,127.103459,37.545697,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
69,4810370,248-24 노상주차장,서울특별시,광진구,광장동,248,24,광장로,52,127.102816,37.546083,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
70,5532764,250 노상주차장,서울특별시,광진구,광장동,250,,아차산로,599,127.103584 ,37.546275 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
71,5532763,250 노상주차장,서울특별시,광진구,광장동,250,,아차산로,599,127.103722 ,37.546227 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
72,5532751,250 노상주차장,서울특별시,광진구,광장동,250,,아차산로,599,127.104032,37.546056,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
73,5532750,250 노상주차장,서울특별시,광진구,광장동,250,,아차산로,599,127.104108 ,37.546029 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
74,5532739,250 노상주차장,서울특별시,광진구,광장동,250,,아차산로,599,127.104679 ,37.545782 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
75,5532738,250 노상주차장,서울특별시,광진구,광장동,250,,아차산로,599,127.104562 ,37.545844 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
76,5532730,250 노상주차장,서울특별시,광진구,광장동,250,,아차산로,599,127.104294 ,37.545820 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
77,4807855,250 노상주차장,서울특별시,광진구,광장동,250,,아차산로,599,127.104657,37.545790,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
78,4798273,250 노상주차장,서울특별시,광진구,광장동,250,,아차산로,599,127.104429,37.546011,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
79,4758758,250 노상주차장,서울특별시,광진구,광장동,250,,아차산로,599,127.104230,37.545978,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
80,4757111,250 노상주차장,서울특별시,광진구,광장동,250,,아차산로,599,127.104162,37.545698,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
81,4756809,250 노상주차장,서울특별시,광진구,광장동,250,,아차산로,599,127.104556,37.546159,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
82,4755775,250 노상주차장,서울특별시,광진구,광장동,250,,아차산로,599,127.104598,37.545824,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
83,4755448,250 노상주차장,서울특별시,광진구,광장동,250,,아차산로,599,127.104215,37.545735,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
84,4754468,250 노상주차장,서울특별시,광진구,광장동,250,,아차산로,599,127.104083,37.546042,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
85,5532761,256-4 노상주차장,서울특별시,광진구,광장동,256,4,아차산로75길,26-1,127.103749 ,37.546009 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
86,5532752,256-4 노상주차장,서울특별시,광진구,광장동,256,4,아차산로75길,26-1,127.103659 ,37.545914 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
87,4754470,256-4 노상주차장,서울특별시,광진구,광장동,256,4,아차산로75길,26-1,127.103677,37.545939,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
88,4737290,256-4 노상주차장,서울특별시,광진구,광장동,256,4,아차산로75길,26-1,127.103774,37.546037,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
89,4735345,257-3 거주자우선주차장,서울특별시,광진구,광장동,257,3,광장로,58-1,127.103548,37.546703,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
90,5532775,258-35 노상주차장,서울특별시,광진구,광장동,258,35,광장로3길,7,127.103102 ,37.547031 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
91,5532774,258-35 노상주차장,서울특별시,광진구,광장동,258,35,광장로3길,7,127.103060 ,37.547021 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
92,5532773,258-35 노상주차장,서울특별시,광진구,광장동,258,35,광장로3길,7,127.102926 ,37.546985 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
93,5532772,258-35 노상주차장,서울특별시,광진구,광장동,258,35,광장로3길,7,127.102881 ,37.546974 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
94,4757761,258-35 노상주차장,서울특별시,광진구,광장동,258,35,광장로3길,7,127.103018,37.547001,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
95,4756844,258-35 노상주차장,서울특별시,광진구,광장동,258,35,광장로3길,7,127.102828,37.546933,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
96,4754181,258-4 거주자우선주차장,서울특별시,광진구,광장동,258,4,광장로1길,30,127.102684,37.547681,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
97,4758075,259-5 노상주차장,서울특별시,광진구,광장동,259,5,광장로,59,127.103726,37.547116,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
98,4757172,259-1 노상주차장,서울특별시,광진구,광장동,259,1,광장로,61,127.103924,37.547263,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
99,4737312,262 노상주차장,서울특별시,광진구,광장동,262,,광장로3길,6,127.103119,37.547059,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
100,5532091,264-1 노상주차장,서울특별시,광진구,광장동,264,1,광장로,63,127.105096 ,37.547565 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
101,4809685,264-1 노상주차장,서울특별시,광진구,광장동,264,1,광장로,63,127.104040,37.547320,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
102,4757175,264-1 노상주차장,서울특별시,광진구,광장동,264,1,광장로,63,127.105010,37.547554,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
103,4757173,264-1 노상주차장,서울특별시,광진구,광장동,264,1,광장로,63,127.103761,37.547230,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
104,4754180,266 거주자우선주차장,서울특별시,광진구,광장동,266,,광장로3길,22,127.102926,37.547411,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
105,4735330,315-2 노상주차장,서울특별시,광진구,광장동,315,2,구천면로,11,127.106849,37.546908,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
106,5533862,320-4 거주자우선주차장,서울특별시,광진구,광장동,320,4,아차산로76가길,608,127.106655 ,37.546902 ,1,0,0,2,30000,20000,40000,0000,0000,,2022-11-25
107,5533044,320-4 거주자우선주차장,서울특별시,광진구,광장동,320,4,아차산로76가길,608,127.108828,37.548485,1,0,0,2,30000,20000,40000,0000,0000,,2022-11-25
108,5533859,325-4 거주자우선주차장,서울특별시,광진구,광장동,325,4,아차산로76가길,4,127.107534 ,37.547327 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
109,5533858,325-4 거주자우선주차장,서울특별시,광진구,광장동,325,4,아차산로76가길,4,127.107565 ,37.547336 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
110,5533857,325-4 거주자우선주차장,서울특별시,광진구,광장동,325,4,아차산로76가길,4,127.107594 ,37.547352 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
111,5533856,325-4 거주자우선주차장,서울특별시,광진구,광장동,325,4,아차산로76가길,4,127.107627 ,37.547366 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
112,5533855,325-4 거주자우선주차장,서울특별시,광진구,광장동,325,4,아차산로76가길,4,127.107656 ,37.547378 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
113,4758140,325-4 거주자우선주차장,서울특별시,광진구,광장동,325,4,아차산로76가길,4,127.107690,37.547394,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
114,5532073,329-1 거주자우선주차장,서울특별시,광진구,광장동,329,1,아차산로,607,127.105805 ,37.547179 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
115,5532072,329-1 거주자우선주차장,서울특별시,광진구,광장동,329,1,아차산로,607,127.105807 ,37.547272 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
116,5532071,329-1 거주자우선주차장,서울특별시,광진구,광장동,329,1,아차산로,607,127.105815 ,37.547369 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
117,4807807,329-1 거주자우선주차장,서울특별시,광진구,광장동,329,1,아차산로,607,127.105903,37.546902,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
118,4754507,329-1 거주자우선주차장,서울특별시,광진구,광장동,329,1,아차산로,607,127.105876,37.547174,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
119,4758104,334-2 노상주차장,서울특별시,광진구,광장동,334,2,아차산로,614,127.106816,37.546970,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
120,4756490,334-2 노상주차장,서울특별시,광진구,광장동,334,2,아차산로,614,127.106718,37.546937,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
121,5532999,353 노상주차장,서울특별시,광진구,광장동,353,,광장로5길,25-1,127.102376 ,37.549951 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
122,5532998,353 노상주차장,서울특별시,광진구,광장동,353,,광장로5길,25-1,127.102507 ,37.549773 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
123,5532997,353 노상주차장,서울특별시,광진구,광장동,353,,광장로5길,25-1,127.102491 ,37.549802 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
124,5532995,353 노상주차장,서울특별시,광진구,광장동,353,,광장로5길,25-1,127.102486 ,37.549649 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
125,5067758,장로회신학대학교,서울특별시,광진구,광장동,353,,광장로5길,25-1,127.104736 ,37.550069 ,20,0,1,3,30000,20000,40000,0000,2400,,2022-11-25
126,4810351,353 노상주차장,서울특별시,광진구,광장동,353,,광장로5길,25-1,127.102370,37.549968,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
127,4809352,353 노상주차장,서울특별시,광진구,광장동,353,,광장로5길,25-1,127.102526,37.549510,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
128,4806418,353 노상주차장,서울특별시,광진구,광장동,353,,광장로5길,25-1,127.102522,37.549566,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
129,4797104,353 노상주차장,서울특별시,광진구,광장동,353,,광장로5길,25-1,127.102480,37.549669,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
130,4754494,353 노상주차장,서울특별시,광진구,광장동,353,,광장로5길,25-1,127.102420,37.549837,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
131,4754492,353 노상주차장,서울특별시,광진구,광장동,353,,광장로5길,25-1,127.102530,37.549496,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
132,5532890,355-2 노상주차장,서울특별시,광진구,광장동,355,2,광장로1다길,2,127.103249 ,37.548061 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
133,5532889,355-2 노상주차장,서울특별시,광진구,광장동,355,2,광장로1다길,2,127.103219 ,37.548053 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
134,5532888,355-2 노상주차장,서울특별시,광진구,광장동,355,2,광장로1다길,2,127.103183 ,37.548041 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
135,5532884,355-2 노상주차장,서울특별시,광진구,광장동,355,2,광장로1다길,2,127.102880 ,37.547904 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
136,5532883,355-2 노상주차장,서울특별시,광진구,광장동,355,2,광장로1다길,2,127.102919 ,37.547918 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
137,5532882,355-2 노상주차장,서울특별시,광진구,광장동,355,2,광장로1다길,2,127.102954 ,37.547928 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
138,5532191,355-1 노상주차장,서울특별시,광진구,광장동,355,1,광장로1다길,10,127.102828 ,37.548848 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
139,5532189,355-1 노상주차장,서울특별시,광진구,광장동,355,1,광장로1다길,10,127.102834,37.548836,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
140,5532187,355-1 노상주차장,서울특별시,광진구,광장동,355,1,광장로1다길,10,127.102858 ,37.548751 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
141,4810377,355-2 노상주차장,서울특별시,광진구,광장동,355,2,광장로1다길,2,127.102986,37.547933,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
142,4806779,355-2 노상주차장,서울특별시,광진구,광장동,355,2,광장로1다길,2,127.103032,37.547957,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
143,4757820,355-2 노상주차장,서울특별시,광진구,광장동,355,2,광장로1다길,2,127.103152,37.548011,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
144,4756842,355-1 노상주차장,서울특별시,광진구,광장동,355,1,광장로1다길,10,127.102858,37.548781,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
145,4755834,355-1 노상주차장,서울특별시,광진구,광장동,355,1,광장로1다길,10,127.102844,37.548820,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
146,4754473,355-2 노상주차장,서울특별시,광진구,광장동,355,2,광장로1다길,2,127.103137,37.547992,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
147,4754471,355-2 노상주차장,서울특별시,광진구,광장동,355,2,광장로1다길,2,127.103341,37.548075,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
148,5532186,358-15 노상주차장,서울특별시,광진구,광장동,358,15,광장로1다길,14-1,127.102950 ,37.548670 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
149,5532185,358-15 노상주차장,서울특별시,광진구,광장동,358,15,광장로1다길,14-1,127.102964 ,37.548622 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
150,4754475,358-15 노상주차장,서울특별시,광진구,광장동,358,15,광장로1다길,14-1,127.102943,37.548569,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
151,5533014,372-1 노상주차장,서울특별시,광진구,광장동,372,1,광장로1다길,56,127.101567 ,37.550669 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
152,5533013,372-1 노상주차장,서울특별시,광진구,광장동,372,1,광장로1다길,56,127.101591 ,37.550661 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
153,5533012,372-1 노상주차장,서울특별시,광진구,광장동,372,1,광장로1다길,56,127.101613 ,37.550653 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
154,5533011,372-1 노상주차장,서울특별시,광진구,광장동,372,1,광장로1다길,56,127.101632 ,37.550649 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
155,5533010,372-1 노상주차장,서울특별시,광진구,광장동,372,1,광장로1다길,56,127.101656,37.550644,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
156,5533007,372-1 노상주차장,서울특별시,광진구,광장동,372,1,광장로1다길,56,127.101701,37.550624,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
157,5533005,372-1 노상주차장,서울특별시,광진구,광장동,372,1,광장로1다길,56,127.101787 ,37.550580 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
158,5533002,372-1 노상주차장,서울특별시,광진구,광장동,372,1,광장로1다길,56,127.101974 ,37.550483 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
159,5533001,372-1 노상주차장,서울특별시,광진구,광장동,372,1,광장로1다길,56,127.101943 ,37.550503 ,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
160,4754497,372-1 노상주차장,서울특별시,광진구,광장동,372,1,광장로1다길,56,127.101759,37.550589,1,0,0,2,30000,20000,40000,0000,2400,,2022-11-25
